.id,crash_date,crash_time,severity
53036,08/01/2024,17:55:00,Injured
53037,08/01/2024,18:50:00,Injured
53038,08/01/2024,17:35:00,Injured
53039,08/01/2024,00:28:00,No injuries
53040,08/01/2024,07:45:00,No injuries
53041,08/01/2024,15:00:00,Injured
53042,08/01/2024,15:50:00,Injured
53043,08/01/2024,08:15:00,Injured
53044,08/01/2024,00:00:00,Injured
53045,08/01/2024,21:30:00,No injuries
53046,08/01/2024,23:15:00,Injured
53047,08/01/2024,19:40:00,Injured
53048,08/01/2024,18:35:00,No injuries
53049,08/01/2024,02:06:00,No injuries
53050,08/01/2024,08:40:00,No injuries
53051,08/01/2024,16:30:00,Injured
53052,08/01/2024,06:24:00,Injured
53053,08/01/2024,16:46:00,Injured
53054,08/01/2024,19:18:00,Injured
53055,08/01/2024,09:35:00,Injured
53056,08/01/2024,15:40:00,No injuries
53057,08/01/2024,08:20:00,Injured
53058,08/01/2024,18:30:00,No injuries
53059,08/01/2024,16:21:00,Injured
53060,08/01/2024,15:30:00,Injured
53061,08/01/2024,18:20:00,No injuries
53062,08/01/2024,00:00:00,Injured
53063,08/01/2024,15:47:00,Injured
53064,08/01/2024,05:22:00,No injuries
53065,08/01/2024,17:53:00,No injuries
53066,08/01/2024,06:46:00,Injured
53067,08/01/2024,16:55:00,No injuries
53068,08/01/2024,12:13:00,No injuries
53069,08/01/2024,08:35:00,No injuries
53070,08/01/2024,12:50:00,No injuries
53071,08/01/2024,12:12:00,No injuries
53072,08/01/2024,16:20:00,No injuries
53073,08/01/2024,19:15:00,No injuries
53074,08/01/2024,09:18:00,Injured
53075,08/01/2024,09:00:00,No injuries
53076,08/01/2024,11:45:00,No injuries
53077,08/01/2024,11:21:00,Injured
53078,08/01/2024,14:55:00,Injured
53079,08/01/2024,08:10:00,Injured
53080,08/01/2024,05:40:00,Injured
53081,08/01/2024,16:50:00,No injuries
53082,08/01/2024,16:30:00,No injuries
53083,08/01/2024,15:10:00,No injuries
53084,08/01/2024,01:19:00,Injured
53085,08/01/2024,22:20:00,No injuries
53086,08/01/2024,14:27:00,No injuries
53087,08/01/2024,13:29:00,Injured
53088,08/01/2024,10:23:00,Injured
53089,08/01/2024,09:00:00,No injuries
53090,08/01/2024,20:25:00,Injured
53091,08/01/2024,18:30:00,No injuries
53092,08/01/2024,19:30:00,No injuries
53093,08/01/2024,04:36:00,Injured
53094,08/01/2024,19:28:00,No injuries
53095,08/01/2024,22:07:00,Injured
53096,08/01/2024,13:14:00,No injuries
53097,08/01/2024,22:14:00,No injuries
53098,08/01/2024,21:20:00,Injured
53099,08/01/2024,13:15:00,Injured
53100,08/01/2024,16:55:00,No injuries
53101,08/01/2024,14:05:00,Injured
53102,08/01/2024,20:35:00,No injuries
53103,08/01/2024,17:15:00,Injured
53104,08/01/2024,11:22:00,No injuries
53105,08/01/2024,12:15:00,No injuries
53106,08/01/2024,10:47:00,No injuries
53107,08/01/2024,18:03:00,No injuries
53108,08/01/2024,16:29:00,No injuries
53109,08/01/2024,13:41:00,Injured
53110,08/01/2024,02:56:00,No injuries
53111,08/01/2024,22:27:00,No injuries
53112,08/01/2024,22:14:00,Injured
53113,08/01/2024,15:37:00,Injured
53114,08/01/2024,21:05:00,No injuries
53115,08/01/2024,05:30:00,Injured
53116,08/01/2024,12:18:00,Injured
53117,08/01/2024,22:00:00,No injuries
53118,08/01/2024,18:29:00,Injured
53119,08/01/2024,12:30:00,No injuries
53120,08/01/2024,18:19:00,Injured
53121,08/01/2024,03:03:00,No injuries
53122,08/01/2024,11:58:00,Injured
53123,08/01/2024,19:35:00,No injuries
53124,08/01/2024,17:59:00,No injuries
53125,08/01/2024,14:50:00,No injuries
53126,08/01/2024,14:43:00,Injured
53127,08/01/2024,08:00:00,No injuries
53128,08/01/2024,17:34:00,Injured
53129,08/01/2024,21:34:00,Injured
53130,08/01/2024,01:35:00,No injuries
53131,08/01/2024,16:40:00,Injured
53132,08/01/2024,06:37:00,No injuries
53133,08/01/2024,16:35:00,Injured
53134,08/01/2024,21:10:00,Injured
53135,08/01/2024,16:18:00,Injured
53136,08/01/2024,09:00:00,No injuries
53137,08/01/2024,06:57:00,Injured
53138,08/01/2024,14:15:00,No injuries
53139,08/01/2024,18:15:00,Injured
53140,08/01/2024,16:35:00,No injuries
53141,08/01/2024,10:00:00,Injured
53142,08/01/2024,14:00:00,No injuries
53143,08/01/2024,12:15:00,No injuries
53144,08/01/2024,12:17:00,Injured
53145,08/01/2024,08:00:00,Injured
53146,08/01/2024,12:38:00,No injuries
53147,08/01/2024,13:34:00,No injuries
53148,08/01/2024,00:01:00,Injured
53149,08/01/2024,21:06:00,Injured
53150,08/01/2024,16:42:00,No injuries
53151,08/01/2024,17:40:00,Injured
53152,08/01/2024,12:30:00,No injuries
53153,08/01/2024,18:48:00,No injuries
53154,08/01/2024,21:30:00,No injuries
53155,08/01/2024,23:56:00,No injuries
53156,08/01/2024,09:20:00,Injured
53157,08/01/2024,12:37:00,No injuries
53158,08/01/2024,16:20:00,No injuries
53159,08/01/2024,14:10:00,No injuries
53160,08/01/2024,18:01:00,No injuries
53161,08/01/2024,20:00:00,No injuries
53162,08/01/2024,03:15:00,No injuries
53163,08/01/2024,11:50:00,No injuries
53164,08/01/2024,21:00:00,No injuries
53165,08/01/2024,17:26:00,No injuries
53166,08/01/2024,22:30:00,Injured
53167,08/01/2024,09:50:00,No injuries
53168,08/01/2024,18:05:00,Injured
53169,08/01/2024,07:10:00,Injured
53170,08/01/2024,19:07:00,No injuries
53171,08/01/2024,14:45:00,No injuries
53172,08/01/2024,16:35:00,No injuries
53173,08/01/2024,22:00:00,No injuries
53174,08/01/2024,11:45:00,No injuries
53175,08/01/2024,17:55:00,Injured
53176,08/01/2024,10:00:00,Injured
53177,08/01/2024,08:44:00,Injured
53178,08/01/2024,12:00:00,No injuries
53179,08/01/2024,18:15:00,No injuries
53180,08/01/2024,00:00:00,Injured
53181,08/01/2024,10:35:00,No injuries
53182,08/01/2024,22:30:00,No injuries
53183,08/01/2024,20:00:00,No injuries
53184,08/01/2024,16:09:00,Injured
53185,08/01/2024,12:30:00,No injuries
53186,08/01/2024,07:54:00,Injured
53187,08/01/2024,10:01:00,No injuries
53188,08/01/2024,10:00:00,No injuries
53189,08/01/2024,16:50:00,No injuries
53190,08/01/2024,22:00:00,No injuries
53191,08/01/2024,23:30:00,No injuries
53192,08/01/2024,14:20:00,Injured
53193,08/01/2024,13:00:00,Injured
53194,08/01/2024,18:42:00,Injured
53195,08/01/2024,12:43:00,No injuries
53196,08/01/2024,18:06:00,Injured
53197,08/01/2024,12:00:00,Injured
53198,08/01/2024,00:00:00,Injured
53199,08/01/2024,11:50:00,No injuries
53200,08/01/2024,09:49:00,No injuries
53201,08/01/2024,18:50:00,Injured
53202,08/01/2024,14:40:00,No injuries
53203,08/01/2024,19:00:00,No injuries
53204,08/01/2024,15:07:00,Injured
53205,08/01/2024,16:19:00,Injured
53206,08/01/2024,11:18:00,Injured
53207,08/01/2024,20:48:00,No injuries
53208,08/01/2024,16:55:00,Injured
53209,08/01/2024,20:59:00,Injured
53210,08/01/2024,11:00:00,No injuries
53211,08/01/2024,10:15:00,Injured
53212,08/01/2024,04:00:00,No injuries
53213,08/01/2024,12:50:00,Injured
53214,08/01/2024,16:00:00,No injuries
53215,08/01/2024,20:12:00,Injured
53216,08/01/2024,11:40:00,No injuries
53217,08/01/2024,07:28:00,No injuries
53218,08/01/2024,18:50:00,Injured
53219,08/01/2024,17:30:00,No injuries
53220,08/01/2024,20:50:00,Injured
53221,08/01/2024,19:00:00,Injured
53222,08/01/2024,11:20:00,No injuries
53223,08/01/2024,21:50:00,Injured
53224,08/01/2024,12:00:00,No injuries
53225,08/01/2024,08:25:00,No injuries
53226,08/01/2024,16:55:00,No injuries
53227,08/01/2024,11:30:00,No injuries
53228,08/01/2024,13:11:00,Injured
53229,08/01/2024,12:36:00,Injured
53230,08/01/2024,04:59:00,Injured
53231,08/01/2024,18:10:00,Injured
53232,08/01/2024,14:20:00,No injuries
53233,08/01/2024,00:55:00,No injuries
53234,08/01/2024,20:54:00,No injuries
53235,08/01/2024,05:43:00,No injuries
53236,08/01/2024,20:29:00,No injuries
53237,08/01/2024,20:13:00,No injuries
53238,08/01/2024,17:27:00,Injured
53239,08/01/2024,11:20:00,Injured
53240,08/01/2024,07:36:00,Injured
53241,08/01/2024,08:30:00,No injuries
53242,08/01/2024,08:11:00,No injuries
53243,08/01/2024,01:45:00,No injuries
53244,08/01/2024,14:28:00,No injuries
53245,08/01/2024,05:25:00,No injuries
53246,08/01/2024,23:35:00,Injured
53247,08/01/2024,10:30:00,Injured
53248,08/01/2024,19:21:00,Injured
53249,08/01/2024,18:09:00,No injuries
53250,08/01/2024,17:30:00,No injuries
53251,08/01/2024,12:55:00,No injuries
53252,08/01/2024,13:30:00,Injured
53253,08/01/2024,08:45:00,No injuries
53254,08/01/2024,06:45:00,Injured
53255,08/01/2024,22:45:00,Injured
53256,08/01/2024,02:50:00,No injuries
53257,08/01/2024,07:00:00,Injured
53258,08/01/2024,04:30:00,No injuries
53259,08/01/2024,08:20:00,Injured
53260,08/01/2024,11:37:00,Injured
53261,08/01/2024,08:10:00,Injured
53262,08/01/2024,07:48:00,No injuries
53263,08/01/2024,19:10:00,No injuries
53264,08/01/2024,09:55:00,No injuries
53265,08/01/2024,15:15:00,No injuries
53266,08/01/2024,18:20:00,No injuries
53267,08/01/2024,18:56:00,No injuries
53268,08/01/2024,07:32:00,Injured
53269,08/01/2024,01:20:00,No injuries
53270,08/01/2024,22:30:00,Injured
53271,08/01/2024,08:14:00,Injured
53272,08/01/2024,19:00:00,Injured
53273,08/01/2024,07:50:00,No injuries
53274,08/01/2024,19:00:00,Injured
53275,08/01/2024,19:30:00,No injuries
53276,08/01/2024,12:42:00,No injuries
53277,08/01/2024,00:15:00,No injuries
53278,08/01/2024,16:40:00,No injuries
53279,08/01/2024,18:10:00,Injured
53280,08/01/2024,20:10:00,Injured
53281,08/01/2024,14:12:00,No injuries
53282,08/01/2024,13:53:00,Injured
53283,08/02/2024,08:57:00,No injuries
53284,08/02/2024,21:30:00,Injured
53285,08/02/2024,15:00:00,No injuries
53286,08/02/2024,12:38:00,No injuries
53287,08/02/2024,18:10:00,Injured
53288,08/02/2024,00:00:00,Injured
53289,08/02/2024,09:15:00,No injuries
53290,08/02/2024,15:09:00,Injured
53291,08/02/2024,19:10:00,Injured
53292,08/02/2024,13:40:00,No injuries
53293,08/02/2024,15:57:00,Injured
53294,08/02/2024,08:00:00,No injuries
53295,08/02/2024,16:00:00,Injured
53296,08/02/2024,18:00:00,Injured
53297,08/02/2024,19:31:00,No injuries
53298,08/02/2024,13:00:00,No injuries
53299,08/02/2024,19:00:00,Injured
53300,08/02/2024,19:15:00,No injuries
53301,08/02/2024,20:14:00,Injured
53302,08/02/2024,07:30:00,No injuries
53303,08/02/2024,04:08:00,Injured
53304,08/02/2024,17:05:00,Injured
53305,08/02/2024,21:29:00,Injured
53306,08/02/2024,17:23:00,Injured
53307,08/02/2024,19:35:00,No injuries
53308,08/02/2024,00:32:00,Injured
53309,08/02/2024,07:00:00,Injured
53310,08/02/2024,06:00:00,No injuries
53311,08/02/2024,17:05:00,Injured
53312,08/02/2024,19:26:00,Injured
53313,08/02/2024,12:00:00,No injuries
53314,08/02/2024,15:15:00,No injuries
53315,08/02/2024,15:02:00,Injured
53316,08/02/2024,10:58:00,Deadly
53317,08/02/2024,21:56:00,Injured
53318,08/02/2024,00:31:00,No injuries
53319,08/02/2024,22:22:00,Injured
53320,08/02/2024,16:15:00,Injured
53321,08/02/2024,19:20:00,Injured
53322,08/02/2024,17:25:00,No injuries
53323,08/02/2024,10:00:00,Injured
53324,08/02/2024,07:50:00,No injuries
53325,08/02/2024,02:10:00,No injuries
53326,08/02/2024,23:10:00,Injured
53327,08/02/2024,01:25:00,No injuries
53328,08/02/2024,09:30:00,Injured
53329,08/02/2024,19:00:00,Injured
53330,08/02/2024,05:00:00,No injuries
53331,08/02/2024,10:15:00,Injured
53332,08/02/2024,14:06:00,Injured
53333,08/02/2024,00:00:00,No injuries
53334,08/02/2024,09:05:00,No injuries
53335,08/02/2024,11:00:00,Injured
53336,08/02/2024,23:24:00,No injuries
53337,08/02/2024,09:45:00,Injured
53338,08/02/2024,20:30:00,Injured
53339,08/02/2024,08:25:00,No injuries
53340,08/02/2024,00:00:00,Injured
53341,08/02/2024,00:00:00,No injuries
53342,08/02/2024,09:33:00,No injuries
53343,08/02/2024,22:23:00,Injured
53344,08/02/2024,19:45:00,Injured
53345,08/02/2024,14:24:00,No injuries
53346,08/02/2024,07:30:00,No injuries
53347,08/02/2024,13:10:00,Injured
53348,08/02/2024,18:43:00,No injuries
53349,08/02/2024,16:00:00,Injured
53350,08/02/2024,17:45:00,No injuries
53351,08/02/2024,07:48:00,Injured
53352,08/02/2024,21:21:00,No injuries
53353,08/02/2024,12:45:00,No injuries
53354,08/02/2024,13:30:00,No injuries
53355,08/02/2024,23:33:00,No injuries
53356,08/02/2024,19:41:00,Injured
53357,08/02/2024,16:40:00,No injuries
53358,08/02/2024,14:00:00,No injuries
53359,08/02/2024,13:10:00,Injured
53360,08/02/2024,15:00:00,No injuries
53361,08/02/2024,16:20:00,Injured
53362,08/02/2024,01:20:00,Injured
53363,08/02/2024,20:45:00,Injured
53364,08/02/2024,10:50:00,Injured
53365,08/02/2024,22:30:00,No injuries
53366,08/02/2024,15:54:00,No injuries
53367,08/02/2024,14:50:00,Injured
53368,08/02/2024,14:37:00,No injuries
53369,08/02/2024,17:00:00,Injured
53370,08/02/2024,16:15:00,No injuries
53371,08/02/2024,19:05:00,Injured
53372,08/02/2024,08:15:00,Injured
53373,08/02/2024,07:30:00,No injuries
53374,08/02/2024,05:12:00,No injuries
53375,08/02/2024,16:00:00,No injuries
53376,08/02/2024,16:20:00,Injured
53377,08/02/2024,01:00:00,No injuries
53378,08/02/2024,14:00:00,No injuries
53379,08/02/2024,08:55:00,No injuries
53380,08/02/2024,14:05:00,No injuries
53381,08/02/2024,12:10:00,Injured
53382,08/02/2024,14:00:00,No injuries
53383,08/02/2024,06:30:00,Injured
53384,08/02/2024,17:50:00,Injured
53385,08/02/2024,14:00:00,Injured
53386,08/02/2024,14:00:00,No injuries
53387,08/02/2024,21:50:00,No injuries
53388,08/02/2024,01:30:00,Injured
53389,08/02/2024,06:40:00,No injuries
53390,08/02/2024,18:16:00,No injuries
53391,08/02/2024,14:15:00,No injuries
53392,08/02/2024,16:10:00,No injuries
53393,08/02/2024,11:40:00,Injured
53394,08/02/2024,19:15:00,Injured
53395,08/02/2024,08:30:00,No injuries
53396,08/02/2024,18:00:00,Injured
53397,08/02/2024,20:25:00,No injuries
53398,08/02/2024,16:19:00,No injuries
53399,08/02/2024,11:20:00,No injuries
53400,08/02/2024,13:12:00,No injuries
53401,08/02/2024,16:10:00,No injuries
53402,08/02/2024,19:30:00,No injuries
53403,08/02/2024,16:30:00,No injuries
53404,08/02/2024,14:01:00,Injured
53405,08/02/2024,18:57:00,Injured
53406,08/02/2024,13:36:00,Injured
53407,08/02/2024,11:29:00,No injuries
53408,08/02/2024,11:00:00,No injuries
53409,08/02/2024,07:20:00,No injuries
53410,08/02/2024,00:00:00,No injuries
53411,08/02/2024,08:53:00,No injuries
53412,08/02/2024,21:25:00,No injuries
53413,08/02/2024,19:04:00,Injured
53414,08/02/2024,23:30:00,No injuries
53415,08/02/2024,17:00:00,No injuries
53416,08/02/2024,22:10:00,No injuries
53417,08/02/2024,19:06:00,Injured
53418,08/02/2024,12:37:00,No injuries
53419,08/02/2024,21:44:00,Injured
53420,08/02/2024,20:25:00,Injured
53421,08/02/2024,08:15:00,No injuries
53422,08/02/2024,18:52:00,Injured
53423,08/02/2024,10:05:00,Injured
53424,08/02/2024,22:02:00,Injured
53425,08/02/2024,21:15:00,No injuries
53426,08/02/2024,23:14:00,No injuries
53427,08/02/2024,20:50:00,No injuries
53428,08/02/2024,00:30:00,No injuries
53429,08/02/2024,15:20:00,No injuries
53430,08/02/2024,22:31:00,No injuries
53431,08/02/2024,08:55:00,Injured
53432,08/02/2024,06:55:00,No injuries
53433,08/02/2024,14:00:00,Injured
53434,08/02/2024,14:32:00,No injuries
53435,08/02/2024,14:30:00,Injured
53436,08/02/2024,17:53:00,No injuries
53437,08/02/2024,22:47:00,No injuries
53438,08/02/2024,19:10:00,No injuries
53439,08/02/2024,17:40:00,Injured
53440,08/02/2024,16:30:00,No injuries
53441,08/02/2024,21:33:00,No injuries
53442,08/02/2024,13:24:00,Injured
53443,08/02/2024,14:09:00,Injured
53444,08/02/2024,15:20:00,No injuries
53445,08/02/2024,21:05:00,No injuries
53446,08/02/2024,18:15:00,Injured
53447,08/02/2024,07:49:00,Injured
53448,08/02/2024,18:22:00,No injuries
53449,08/02/2024,07:58:00,No injuries
53450,08/02/2024,15:20:00,Injured
53451,08/02/2024,23:49:00,No injuries
53452,08/02/2024,09:30:00,No injuries
53453,08/02/2024,13:00:00,No injuries
53454,08/02/2024,16:15:00,No injuries
53455,08/02/2024,04:15:00,No injuries
53456,08/02/2024,15:55:00,Injured
53457,08/02/2024,18:50:00,No injuries
53458,08/02/2024,12:54:00,No injuries
53459,08/02/2024,19:45:00,No injuries
53460,08/02/2024,07:50:00,Injured
53461,08/02/2024,10:00:00,Injured
53462,08/02/2024,16:00:00,No injuries
53463,08/02/2024,08:50:00,No injuries
53464,08/02/2024,17:13:00,Injured
53465,08/02/2024,15:00:00,Injured
53466,08/02/2024,21:15:00,Injured
53467,08/02/2024,09:00:00,No injuries
53468,08/02/2024,16:15:00,No injuries
53469,08/02/2024,10:30:00,Injured
53470,08/02/2024,14:40:00,Injured
53471,08/02/2024,20:54:00,No injuries
53472,08/02/2024,20:15:00,No injuries
53473,08/02/2024,11:30:00,Injured
53474,08/02/2024,21:30:00,No injuries
53475,08/02/2024,12:45:00,Injured
53476,08/02/2024,13:27:00,No injuries
53477,08/02/2024,16:38:00,No injuries
53478,08/02/2024,02:49:00,Injured
53479,08/02/2024,11:49:00,No injuries
53480,08/02/2024,08:36:00,No injuries
53481,08/02/2024,10:50:00,Injured
53482,08/02/2024,23:29:00,Injured
53483,08/02/2024,17:50:00,No injuries
53484,08/02/2024,16:26:00,No injuries
53485,08/02/2024,21:00:00,No injuries
53486,08/02/2024,12:30:00,Injured
53487,08/02/2024,19:00:00,No injuries
53488,08/02/2024,20:00:00,No injuries
53489,08/02/2024,00:15:00,Injured
53490,08/02/2024,15:55:00,No injuries
53491,08/02/2024,20:26:00,Injured
53492,08/02/2024,09:36:00,No injuries
53493,08/02/2024,00:01:00,No injuries
53494,08/02/2024,23:54:00,Injured
53495,08/02/2024,12:00:00,Injured
53496,08/02/2024,23:16:00,Injured
53497,08/02/2024,22:36:00,No injuries
53498,08/02/2024,03:00:00,No injuries
53499,08/02/2024,05:50:00,No injuries
53500,08/02/2024,08:25:00,Injured
53501,08/02/2024,01:09:00,No injuries
53502,08/02/2024,19:15:00,Injured
53503,08/02/2024,10:30:00,No injuries
53504,08/02/2024,15:25:00,Injured
53505,08/02/2024,19:10:00,No injuries
53506,08/02/2024,06:40:00,Injured
53507,08/02/2024,12:00:00,Injured
53508,08/02/2024,23:00:00,Injured
53509,08/02/2024,16:35:00,Injured
53510,08/02/2024,11:49:00,Injured
53511,08/02/2024,22:22:00,Deadly
53512,08/02/2024,14:55:00,No injuries
53513,08/02/2024,12:20:00,Injured
53514,08/02/2024,11:58:00,No injuries
53515,08/02/2024,08:08:00,Injured
53516,08/02/2024,16:30:00,No injuries
53517,08/02/2024,21:49:00,No injuries
53518,08/02/2024,08:30:00,No injuries
53519,08/02/2024,00:00:00,Injured
53520,08/02/2024,16:42:00,No injuries
53521,08/02/2024,04:45:00,Injured
53522,08/02/2024,07:47:00,No injuries
53523,08/02/2024,17:19:00,No injuries
53524,08/02/2024,20:20:00,Injured
53525,08/02/2024,17:30:00,No injuries
53526,08/02/2024,23:30:00,No injuries
53527,08/02/2024,22:30:00,Injured
53528,08/02/2024,15:12:00,Injured
53529,08/02/2024,15:45:00,Injured
53530,08/02/2024,15:35:00,No injuries
53531,08/02/2024,01:15:00,No injuries
53532,08/02/2024,15:05:00,Injured
53533,08/02/2024,08:00:00,No injuries
53534,08/02/2024,11:11:00,Injured
53535,08/02/2024,09:08:00,No injuries
53536,08/02/2024,16:33:00,No injuries
53537,08/02/2024,21:30:00,No injuries
53538,08/02/2024,12:00:00,Injured
53539,08/02/2024,08:30:00,No injuries
53540,08/02/2024,11:00:00,No injuries
53541,08/02/2024,17:40:00,No injuries
53542,08/02/2024,17:52:00,Injured
53543,08/02/2024,15:20:00,No injuries
53544,08/02/2024,18:41:00,No injuries
53545,08/02/2024,10:44:00,No injuries
53546,08/02/2024,15:48:00,No injuries
53547,08/03/2024,05:28:00,No injuries
53548,08/03/2024,16:30:00,No injuries
53549,08/03/2024,06:28:00,No injuries
53550,08/03/2024,15:00:00,No injuries
53551,08/03/2024,13:45:00,No injuries
53552,08/03/2024,17:30:00,No injuries
53553,08/03/2024,13:40:00,Injured
53554,08/03/2024,08:00:00,Injured
53555,08/03/2024,17:35:00,No injuries
53556,08/03/2024,00:20:00,No injuries
53557,08/03/2024,18:18:00,Injured
53558,08/03/2024,02:35:00,No injuries
53559,08/03/2024,12:00:00,No injuries
53560,08/03/2024,00:00:00,Injured
53561,08/03/2024,21:56:00,No injuries
53562,08/03/2024,16:25:00,Injured
53563,08/03/2024,18:26:00,Injured
53564,08/03/2024,11:30:00,No injuries
53565,08/03/2024,12:40:00,Injured
53566,08/03/2024,19:00:00,No injuries
53567,08/03/2024,12:30:00,No injuries
53568,08/03/2024,17:45:00,No injuries
53569,08/03/2024,20:38:00,No injuries
53570,08/03/2024,14:25:00,No injuries
53571,08/03/2024,21:20:00,Injured
53572,08/03/2024,10:00:00,Injured
53573,08/03/2024,18:25:00,Injured
53574,08/03/2024,00:08:00,No injuries
53575,08/03/2024,16:10:00,No injuries
53576,08/03/2024,18:05:00,No injuries
53577,08/03/2024,00:00:00,No injuries
53578,08/03/2024,09:00:00,No injuries
53579,08/03/2024,21:12:00,No injuries
53580,08/03/2024,09:00:00,No injuries
53581,08/03/2024,18:25:00,No injuries
53582,08/03/2024,05:09:00,No injuries
53583,08/03/2024,10:23:00,Injured
53584,08/03/2024,20:45:00,No injuries
53585,08/03/2024,19:08:00,Injured
53586,08/03/2024,19:39:00,Injured
53587,08/03/2024,17:00:00,No injuries
53588,08/03/2024,23:24:00,No injuries
53589,08/03/2024,21:26:00,Injured
53590,08/03/2024,03:50:00,No injuries
53591,08/03/2024,15:30:00,No injuries
53592,08/03/2024,23:40:00,No injuries
53593,08/03/2024,12:57:00,Injured
53594,08/03/2024,13:00:00,Injured
53595,08/03/2024,04:00:00,Injured
53596,08/03/2024,21:15:00,No injuries
53597,08/03/2024,01:30:00,No injuries
53598,08/03/2024,23:50:00,Injured
53599,08/03/2024,17:00:00,No injuries
53600,08/03/2024,18:00:00,Injured
53601,08/03/2024,20:20:00,No injuries
53602,08/03/2024,11:00:00,No injuries
53603,08/03/2024,07:45:00,Injured
53604,08/03/2024,15:10:00,Injured
53605,08/03/2024,16:00:00,Injured
53606,08/03/2024,15:20:00,Injured
53607,08/03/2024,17:34:00,No injuries
53608,08/03/2024,11:45:00,No injuries
53609,08/03/2024,19:30:00,Injured
53610,08/03/2024,01:02:00,Injured
53611,08/03/2024,16:30:00,No injuries
53612,08/03/2024,00:00:00,No injuries
53613,08/03/2024,06:50:00,No injuries
53614,08/03/2024,08:30:00,No injuries
53615,08/03/2024,17:50:00,No injuries
53616,08/03/2024,01:00:00,No injuries
53617,08/03/2024,14:30:00,Injured
53618,08/03/2024,11:30:00,No injuries
53619,08/03/2024,07:40:00,No injuries
53620,08/03/2024,18:20:00,No injuries
53621,08/03/2024,11:07:00,No injuries
53622,08/03/2024,18:55:00,No injuries
53623,08/03/2024,16:30:00,Injured
53624,08/03/2024,01:00:00,No injuries
53625,08/03/2024,05:46:00,No injuries
53626,08/03/2024,00:00:00,Injured
53627,08/03/2024,22:00:00,No injuries
53628,08/03/2024,21:30:00,No injuries
53629,08/03/2024,20:15:00,Injured
53630,08/03/2024,07:26:00,Injured
53631,08/03/2024,14:45:00,Injured
53632,08/03/2024,09:53:00,No injuries
53633,08/03/2024,07:30:00,No injuries
53634,08/03/2024,18:00:00,No injuries
53635,08/03/2024,22:30:00,No injuries
53636,08/03/2024,04:30:00,No injuries
53637,08/03/2024,22:24:00,Injured
53638,08/03/2024,05:30:00,Injured
53639,08/03/2024,22:41:00,Injured
53640,08/03/2024,21:30:00,Injured
53641,08/03/2024,14:30:00,Injured
53642,08/03/2024,04:10:00,Injured
53643,08/03/2024,11:50:00,No injuries
53644,08/03/2024,18:14:00,Injured
53645,08/03/2024,21:33:00,Injured
53646,08/03/2024,04:14:00,Injured
53647,08/03/2024,14:30:00,No injuries
53648,08/03/2024,18:52:00,No injuries
53649,08/03/2024,08:00:00,No injuries
53650,08/03/2024,06:58:00,No injuries
53651,08/03/2024,21:30:00,Injured
53652,08/03/2024,09:30:00,No injuries
53653,08/03/2024,01:03:00,No injuries
53654,08/03/2024,22:10:00,Injured
53655,08/03/2024,00:00:00,No injuries
53656,08/03/2024,00:18:00,No injuries
53657,08/03/2024,18:50:00,No injuries
53658,08/03/2024,10:30:00,Injured
53659,08/03/2024,18:20:00,Injured
53660,08/03/2024,13:30:00,No injuries
53661,08/03/2024,05:00:00,No injuries
53662,08/03/2024,12:13:00,No injuries
53663,08/03/2024,23:20:00,No injuries
53664,08/03/2024,04:33:00,No injuries
53665,08/03/2024,00:20:00,Injured
53666,08/03/2024,23:22:00,No injuries
53667,08/03/2024,16:50:00,No injuries
53668,08/03/2024,07:09:00,No injuries
53669,08/03/2024,05:20:00,Injured
53670,08/03/2024,20:00:00,No injuries
53671,08/03/2024,21:48:00,No injuries
53672,08/03/2024,22:50:00,Injured
53673,08/03/2024,18:10:00,No injuries
53674,08/03/2024,18:37:00,Injured
53675,08/03/2024,22:40:00,Injured
53676,08/03/2024,15:00:00,No injuries
53677,08/03/2024,20:36:00,No injuries
53678,08/03/2024,02:55:00,Injured
53679,08/03/2024,11:35:00,No injuries
53680,08/03/2024,04:40:00,Injured
53681,08/03/2024,02:47:00,No injuries
53682,08/03/2024,19:00:00,No injuries
53683,08/03/2024,07:46:00,No injuries
53684,08/03/2024,13:30:00,No injuries
53685,08/03/2024,20:58:00,No injuries
53686,08/03/2024,16:05:00,No injuries
53687,08/03/2024,20:49:00,No injuries
53688,08/03/2024,21:00:00,Injured
53689,08/03/2024,23:40:00,Injured
53690,08/03/2024,12:15:00,Injured
53691,08/03/2024,02:40:00,Injured
53692,08/03/2024,12:00:00,Injured
53693,08/03/2024,14:08:00,Injured
53694,08/03/2024,09:13:00,Injured
53695,08/03/2024,20:45:00,No injuries
53696,08/03/2024,10:00:00,No injuries
53697,08/03/2024,19:34:00,Injured
53698,08/03/2024,23:30:00,No injuries
53699,08/03/2024,00:05:00,No injuries
53700,08/03/2024,13:50:00,No injuries
53701,08/03/2024,12:00:00,Injured
53702,08/03/2024,15:10:00,Injured
53703,08/03/2024,06:06:00,No injuries
53704,08/03/2024,22:49:00,Injured
53705,08/03/2024,00:20:00,Injured
53706,08/03/2024,16:13:00,Injured
53707,08/03/2024,11:00:00,No injuries
53708,08/03/2024,23:40:00,No injuries
53709,08/03/2024,20:00:00,No injuries
53710,08/03/2024,17:25:00,Injured
53711,08/03/2024,23:25:00,Injured
53712,08/03/2024,13:40:00,Injured
53713,08/03/2024,04:00:00,No injuries
53714,08/03/2024,00:11:00,Injured
53715,08/03/2024,20:40:00,Injured
